timestamp,open_price,close_price,log_volume,buy_sell_imbalance,log_return,lag1_return,volatility
2025-10-01 00:10:00,114237.09,114208.29,14.181956415165107,0.3418674958452038,-0.00025205150931643445,0.00027201523312956824,0.0003162780938610793
2025-10-01 00:11:00,114208.29,114190.01,13.443078847925047,-0.31339963850624963,-0.00016007124430464899,-0.00025205150931643445,0.00026150615687451305
2025-10-01 00:12:00,114190.02,114202.81,12.135561453060811,0.23778597278550873,0.00011208758675857588,-0.00016007124430464899,0.00026220311857893624
2025-10-01 00:13:00,114202.81,114146.95,13.619109193674378,-0.9285974324193589,-0.0004892494838991547,0.00011208758675857588,0.00031003919347149785
2025-10-01 00:14:00,114146.95,114156.18,13.378195141175139,0.5334615456769352,8.085741097832067e-05,-0.0004892494838991547,0.0002752346846976301
2025-10-01 00:15:00,114156.17,114146.7,12.75241891781684,-0.3556541213398617,-8.304757264070304e-05,8.085741097832067e-05,0.00024312996339613115
2025-10-01 00:16:00,114146.69,114146.69,12.404611081879004,0.31036548125618657,-8.76065661753159e-08,-8.304757264070304e-05,0.0002389104994329788
2025-10-01 00:17:00,114146.7,114105.11,13.864454273440577,-0.25744842699666487,-0.0003643344802533099,-8.76065661753159e-08,0.00023101623615509232
2025-10-01 00:18:00,114105.1,114141.0,13.234906134029565,0.8578418058604936,0.00031448509940263557,-0.0003643344802533099,0.00026409758558226283
2025-10-01 00:19:00,114141.0,114145.43,13.566265413759181,0.5121991929506672,3.8810892093246153e-05,0.00031448509940263557,0.00024111920380465014
2025-10-01 00:20:00,114145.44,114160.78,13.615967209530845,0.3789112796793054,0.00013446852823797823,3.8810892093246153e-05,0.00024150052872864825
2025-10-01 00:21:00,114160.79,114103.83,13.283649667825827,-0.4644359258734176,-0.0004989823098870018,0.00013446852823797823,0.00028058948611377644
2025-10-01 00:22:00,114103.82,114077.72,12.57949286213024,-0.9375576769196785,-0.0002288528596107737,-0.0004989823098870018,0.0002759385288610963
2025-10-01 00:23:00,114077.73,114040.84,14.839348699693105,-0.3609268510599988,-0.00032334063761683127,-0.0002288528596107737,0.0002547493663118609
2025-10-01 00:24:00,114041.0,113992.78,14.490124967402231,-0.6710579028490828,-0.0004215167983702535,-0.00032334063761683127,0.0002659431214882181
2025-10-01 00:25:00,113992.78,114007.03,13.578812364532846,-0.39855819876253884,0.000125000104329612,-0.0004215167983702535,0.000278992800116467
